Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments
FGFR4	0	MSKCC-DMP	P-0007500-T01-IM5	FGFR4-SLIT3 fusion	yes	unknown		unknown	FGFR4 (NM_213647) rearrangement: chr5:g.168772933 _c.1057+108:FGFR4dup The FGFR4 (NM_213647) rearrangement is a duplication of exons 1-8. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0008869-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) Fusion (TMPRSS2 exon 1 fused to ERG exons 2-10) : c.56-2234:TMPRSS2_c.19-7662:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0008869-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) Fusion (TMPRSS2 exon 1 fused to ERG exons 2-10) : c.56-2234:TMPRSS2_c.19-7662:ERGdel
MRE11A	0	MSKCC-DMP	P-0005065-T03-IM5	FEZ1-MRE11A fusion	yes	unknown		unknown	MRE11A(NM_005591)  Rearrangement :  c.-92:MRE11A_chr11:125397563del Note: The MRE11A(NM_005591)  Rearrangement results in the deletion of exons 1 and 2. The breakpoint is within the 5-UTR region before the coding start site.  Its functional significance is undetermined.
FEZ1	0	MSKCC-DMP	P-0005065-T03-IM5	FEZ1-MRE11A fusion	yes	unknown		unknown	MRE11A(NM_005591)  Rearrangement :  c.-92:MRE11A_chr11:125397563del Note: The MRE11A(NM_005591)  Rearrangement results in the deletion of exons 1 and 2. The breakpoint is within the 5-UTR region before the coding start site.  Its functional significance is undetermined.
EP300	0	MSKCC-DMP	P-0005065-T03-IM5	TOP2A-EP300 fusion	yes	unknown		unknown	EP300(NM_001429) Rearrangement :  t(22;17)(22q13.2;17q21.2)(chr22:g.41523648::chr17:g.38565813) Note: The EP300(NM_001429) Rearrangement results in the translocation of exons 1 to 4 of EP300.Its functional significance is undetermined.
TOP2A	0	MSKCC-DMP	P-0005065-T03-IM5	TOP2A-EP300 fusion	yes	unknown		unknown	EP300(NM_001429) Rearrangement :  t(22;17)(22q13.2;17q21.2)(chr22:g.41523648::chr17:g.38565813) Note: The EP300(NM_001429) Rearrangement results in the translocation of exons 1 to 4 of EP300.Its functional significance is undetermined.
STK11	0	MSKCC-DMP	P-0009856-T01-IM5	C19orf26-STK11 fusion	yes	unknown		unknown	STK11 (NM_000455) rearrangement : c.402_*3697del Note: The STK11 (NM_000455) rearrangement event results in the deletion of STK11 exons 3-9. One of the breakpoints is within STK11 exon3.
C19orf26	0	MSKCC-DMP	P-0009856-T01-IM5	C19orf26-STK11 fusion	yes	unknown		unknown	STK11 (NM_000455) rearrangement : c.402_*3697del Note: The STK11 (NM_000455) rearrangement event results in the deletion of STK11 exons 3-9. One of the breakpoints is within STK11 exon3.
ALK	0	MSKCC-DMP	P-0007705-T01-IM5	EML4-ALK fusion	yes	unknown		unknown	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-13 with ALK exons 20-29) : c.1594:EML4_c.3172+910:ALKinv The EML4 (NM_019063) - ALK (NM_004304) fusion includes the kinase domain of ALK.
EML4	0	MSKCC-DMP	P-0007705-T01-IM5	EML4-ALK fusion	yes	unknown		unknown	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-13 with ALK exons 20-29) : c.1594:EML4_c.3172+910:ALKinv The EML4 (NM_019063) - ALK (NM_004304) fusion includes the kinase domain of ALK.
STK11	0	MSKCC-DMP	P-0004759-T01-IM5	STK11-intragenic	yes	unknown		unknown	STK11 (NM_000455) rearrangement : c.862+203_1141del Note: The STK11 (NM_000455) rearrangement event results in the intragenic deletion of STK11 exons 7-9. One of the breakpoints is within exon9.
TCF3	0	MSKCC-DMP	P-0004759-T01-IM5	TCF3-intragenic	yes	unknown		unknown	TCF3 (NM_001136139) rearrangement : c.500-52_1586+316del Note: The TCF3 (NM_001136139) rearrangement event results in the intragenic deletion of TCF3 exons 7-16.
MSL3	0	MSKCC-DMP	P-0004759-T01-IM5	RB1-MSL3 fusion	yes	unknown		unknown	RB1 (NM_000321) rearrangement : t(13;X)(13q14.2;Xp22.2)(chr13:g.49047485::chrX:g.11732599) Note: The RB1 (NM_000321) rearrangement event is a reciprocal translocation which results in the truncation of RB1 exons 24-27.
RB1	0	MSKCC-DMP	P-0004759-T01-IM5	RB1-MSL3 fusion	yes	unknown		unknown	RB1 (NM_000321) rearrangement : t(13;X)(13q14.2;Xp22.2)(chr13:g.49047485::chrX:g.11732599) Note: The RB1 (NM_000321) rearrangement event is a reciprocal translocation which results in the truncation of RB1 exons 24-27.
TCF7L2	0	MSKCC-DMP	P-0006136-T01-IM5	TCF7L2-intragenic	yes	unknown		in frame	TCF7L2 (NM_001146274) rearrangement: c.875+93_c.1391+920del The TCF7L2 (NM_001146274) rearrangement is an intragenic deletion of exons  9-14. The functional significance is unknown.
SLC41A3	0	MSKCC-DMP	P-0004952-T01-IM5	MCL1-SLC41A3 fusion	yes	unknown		unknown	SLC41A3 (NM_001008485) - MCL1 (NM_021960) rearrangement : t(1;3)(1q21.3;3q21.2)(chr1:g.150551707::chr3:g.125736765) Note: SLC41A3 (NM_001008485) - MCL1 (NM_021960) rearrangement event is a translocation which leads to the fusion of SLC41A3 exons 1-6 with MCL1 exons 1-3. One of the breakpoints is within MCL1 exon1.
MCL1	0	MSKCC-DMP	P-0004952-T01-IM5	MCL1-SLC41A3 fusion	yes	unknown		unknown	SLC41A3 (NM_001008485) - MCL1 (NM_021960) rearrangement : t(1;3)(1q21.3;3q21.2)(chr1:g.150551707::chr3:g.125736765) Note: SLC41A3 (NM_001008485) - MCL1 (NM_021960) rearrangement event is a translocation which leads to the fusion of SLC41A3 exons 1-6 with MCL1 exons 1-3. One of the breakpoints is within MCL1 exon1.
ZFHX3	0	MSKCC-DMP	P-0009375-T01-IM5	ZFHX3-intragenic	yes	unknown		out of frame	ZFHX3 (NM_006885) rearrangement: c.3216+21118_c.9428-168del Note: The ZFHX3 (NM_006885) rearrangement results in the deletion of exons 4-9. The functional significance of this rearrangement is undetermined.
RPLP0P2	0	MSKCC-DMP	P-0009813-T01-IM5	RPS6KA4-RPLP0P2 fusion	yes	unknown		unknown	RPS6KA4 (NM_003942) rearrangement : c.1325:RPS6KA4_chr11:g.61400293inv Note: The RPS6KA4 (NM_003942) rearrangement event results in the inversion of RPS6KA4 exons 1-11. One of the breakpoints is within RPS6KA4 exon11.
RPS6KA4	0	MSKCC-DMP	P-0009813-T01-IM5	RPS6KA4-RPLP0P2 fusion	yes	unknown		unknown	RPS6KA4 (NM_003942) rearrangement : c.1325:RPS6KA4_chr11:g.61400293inv Note: The RPS6KA4 (NM_003942) rearrangement event results in the inversion of RPS6KA4 exons 1-11. One of the breakpoints is within RPS6KA4 exon11.
MEN1	0	MSKCC-DMP	P-0009813-T01-IM5	MEN1-intragenic	yes	unknown		unknown	MEN1 (NM_000244) rearrangement : c.-1283_220del Note: The MEN1 (NM_000244) rearrangement event results in the deletion of MEN1 exons 1-2. One of the breakpoints is within MEN1 exon2.
AR	0	MSKCC-DMP	P-0008344-T01-IM5	AR-intragenic	yes	unknown		unknown	AR (NM_000044) Rearrangement : chrX:g.66673283_c.2049:ARdup Note: The AR (NM_000044) Rearrangement  results in the intragenic duplication of exons 1 to 4 of AR.One of the breakpoints is within exon4. Its functional significance is undetermined.
DOT1L	0	MSKCC-DMP	P-0007771-T01-IM5	LOC284100-DOT1L fusion	yes	unknown		unknown	DOT1L (NM_032482) rearrangement: t(17;19)(q12;p12)(chr17:g.36167655::chr19:g.2228256 ) The DOT1L (NM_032482) rearrangement is a translocation which may result in a truncated  DOT1L. The functional significance is undetermined.
LOC284100	0	MSKCC-DMP	P-0007771-T01-IM5	LOC284100-DOT1L fusion	yes	unknown		unknown	DOT1L (NM_032482) rearrangement: t(17;19)(q12;p12)(chr17:g.36167655::chr19:g.2228256 ) The DOT1L (NM_032482) rearrangement is a translocation which may result in a truncated  DOT1L. The functional significance is undetermined.
ETV6	0	MSKCC-DMP	P-0004790-T01-IM5	ETV6-intragenic	yes	unknown		in frame	ETV6 (NM_001987) rearrangement: c.163+28658_c.464-6383dup The ETV6 (NM_001987) rearrangement is an intragenic duplication of exons 3-4. The functional significance is undetermined.
ROS1	0	MSKCC-DMP	P-0004790-T01-IM5	CD74-ROS1 fusion	yes	unknown		in frame	CD74 (NM_001025159) - ROS1 (NM_002944) fusion (exons 1-7 of CD74 fused to exons 34-43 of ROS1) : t(5;6)(q32;q22.1)(chr5:g.149782207::chr6:g.117646467) exons 1-7 of CD74 (NM_001025159) fused to exons 34-43 of ROS1 (NM_002944)
CD74	0	MSKCC-DMP	P-0004790-T01-IM5	CD74-ROS1 fusion	yes	unknown		in frame	CD74 (NM_001025159) - ROS1 (NM_002944) fusion (exons 1-7 of CD74 fused to exons 34-43 of ROS1) : t(5;6)(q32;q22.1)(chr5:g.149782207::chr6:g.117646467) exons 1-7 of CD74 (NM_001025159) fused to exons 34-43 of ROS1 (NM_002944)
NCRNA00114	0	MSKCC-DMP	P-0007267-T01-IM5	TMPRSS2-NCRNA00114 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) rearrangement : c.56-1208:TMPRSS2_chr21:g.40058491del Note: The TMPRSS2 (NM_001135099) rearrangement results in the deletion of exons 2 to 14 of TMPRSS2. Its functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0007267-T01-IM5	TMPRSS2-NCRNA00114 fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) rearrangement : c.56-1208:TMPRSS2_chr21:g.40058491del Note: The TMPRSS2 (NM_001135099) rearrangement results in the deletion of exons 2 to 14 of TMPRSS2. Its functional significance is undetermined.
SND1	0	MSKCC-DMP	P-0007533-T01-IM5	BRAF-SND1 fusion	yes	unknown		in frame	SND1 (NM_014390) - BRAF (NM_004333) fusion (SND1 exons 1-10 with BRAF exons 11-18)  : c.1152+31738:SND1_c.1314+595:BRAFinv Note: The SND1-BRAF fusion includes the kinase domain of BRAF.
BRAF	0	MSKCC-DMP	P-0007533-T01-IM5	BRAF-SND1 fusion	yes	unknown		in frame	SND1 (NM_014390) - BRAF (NM_004333) fusion (SND1 exons 1-10 with BRAF exons 11-18)  : c.1152+31738:SND1_c.1314+595:BRAFinv Note: The SND1-BRAF fusion includes the kinase domain of BRAF.
AR	0	MSKCC-DMP	P-0007533-T01-IM5	OPHN1-AR fusion	yes	unknown		unknown	AR (NM_000044) rearrangement : c.2004:AR_chrX:g.67175446inv Note: The AR (NM_000044) rearrangement event is a reciprocal inversion.
OPHN1	0	MSKCC-DMP	P-0007533-T01-IM5	OPHN1-AR fusion	yes	unknown		unknown	AR (NM_000044) rearrangement : c.2004:AR_chrX:g.67175446inv Note: The AR (NM_000044) rearrangement event is a reciprocal inversion.
ACAP1	0	MSKCC-DMP	P-0005976-T01-IM5	TP53-ACAP1 fusion	yes	unknown		unknown	ACAP1(NM_014716) and TP53(NM_000546) rearrangement : c.1344-331:ACAP1_c.-28-696:TP53inv ACAP1(NM_014716)-TP53(NM_000546) rearrangement is a reciprocal inversion that results in the fusion of exons 1-11 of ACAP1 with exons 2-11 of TP53. Its functional significance is undetermined
TP53	0	MSKCC-DMP	P-0005976-T01-IM5	TP53-ACAP1 fusion	yes	unknown		unknown	ACAP1(NM_014716) and TP53(NM_000546) rearrangement : c.1344-331:ACAP1_c.-28-696:TP53inv ACAP1(NM_014716)-TP53(NM_000546) rearrangement is a reciprocal inversion that results in the fusion of exons 1-11 of ACAP1 with exons 2-11 of TP53. Its functional significance is undetermined
PDE3A	0	MSKCC-DMP	P-0009501-T01-IM5	PDE3A-intragenic	yes	unknown		unknown	PDE3A (NM_000921) rearrangement: chr12:g.20290558_c.1760+1670inv Note: The PDE3A (NM_000921) rearrangement results in the inversion of PDE3A upstream promoter region and exons 1-6. The functional significance of this rearrangement is undetermined.
TP53	0	MSKCC-DMP	P-0007169-T01-IM5	TP53-intragenic	yes	unknown		unknown	TP53 (NM_000546) rearrangement: c.824_c.*1124del The TP53 (NM_000546) rearrangement is an intragenic deletion of exons 8-11. One of the breakpoints is within exon 8. The functional significance is undetermined.
PARK2	0	MSKCC-DMP	P-0007169-T01-IM5	PARK2-intragenic	yes	unknown		unknown	PARK2 (NM_004562) rearrangement: c.534+18201_c.686del The PARK2 (NM_004562) rearrangement is an intragenic deletion of exon 6. One of the breakpoints is within exon 6. The functional significance is undetermined.
TOP1	0	MSKCC-DMP	P-0007871-T01-IM5	TOP1-intragenic	yes	unknown		out of frame	TOP1 (NM_003286) rearrangement: c.58+9432_ c.2196-7del Note: The TOP1 (NM_003286) rearrangement is an intragenic deletion of exons  3-20. The functional significance is undetermined.
ZCCHC6	0	MSKCC-DMP	P-0006873-T01-IM5	EGFR-ZCCHC6 fusion	yes	unknown		unknown	EGFR (NM_005228) - ZCCHC6  (NM_024617) rearrangement :  : t(7;9)(chr7p11.2;chr9q21.33)(chr7:g.55238031::chr9:g.88930920)     Note: The EGFR (NM_005228) - ZCCHC6  (NM_024617) rearrangement results in the fusion of exons 1 to 15 of EGFR and exons 18 to 22. Its functional significance is undetermined.
EGFR	0	MSKCC-DMP	P-0006873-T01-IM5	EGFR-ZCCHC6 fusion	yes	unknown		unknown	EGFR (NM_005228) - ZCCHC6  (NM_024617) rearrangement :  : t(7;9)(chr7p11.2;chr9q21.33)(chr7:g.55238031::chr9:g.88930920)     Note: The EGFR (NM_005228) - ZCCHC6  (NM_024617) rearrangement results in the fusion of exons 1 to 15 of EGFR and exons 18 to 22. Its functional significance is undetermined.
RAD21	0	MSKCC-DMP	P-0009914-T01-IM5	FGF12-RAD21 fusion	yes	unknown		unknown	RAD21 (NM_006265) - FGF12 (NM_021032) rearrangement: t(3;8)(q28;q24.11)(chr3:g.191588402::chr8:g.117866571) Note: The RAD2 - FGF12 rearrangement is a translocation which may result in the truncation of RAD21 exons 9-14. The breakpoint is within exon 9. The functional significance is undetermined.
FGF12	0	MSKCC-DMP	P-0009914-T01-IM5	FGF12-RAD21 fusion	yes	unknown		unknown	RAD21 (NM_006265) - FGF12 (NM_021032) rearrangement: t(3;8)(q28;q24.11)(chr3:g.191588402::chr8:g.117866571) Note: The RAD2 - FGF12 rearrangement is a translocation which may result in the truncation of RAD21 exons 9-14. The breakpoint is within exon 9. The functional significance is undetermined.
DOT1L	0	MSKCC-DMP	P-0005508-T01-IM5	DOT1L-intragenic	yes	unknown		unknown	DOT1L (NM_032482) Rearrangement : c.1156_c.3281inv Note: DOT1L rearrangement is an intragenic inversion involving exons 14 to 24. It is potentially a truncating event
EP300	0	MSKCC-DMP	P-0005888-T01-IM5	EP300-intragenic	yes	unknown		unknown	EP300 (NM_001429)  Rearrangement :  c.2818-100_ 3931del Note: The EP300 (NM_001429)  rearrangement results in the intragenic deletion of exons 15 to 24 of EP300. The breakpoint is within exon 24. Its functional significance is undetermined.
SMAD4	0	MSKCC-DMP	P-0008283-T01-IM5	RGS17-SMAD4 fusion	yes	unknown		unknown	SMAD4 (NM_005359) rearrangement: t(6;18)(q36.2;q21.2)(chr6:g.153659215::chr18:g.48591962) The SMAD4 (NM_005359) rearrangement is a translocation which results in the truncation of SMAD4 exons 9-12. One of the breakpoints is within exon 9 of SMAD4. The functional significance is undetermined.
RGS17	0	MSKCC-DMP	P-0008283-T01-IM5	RGS17-SMAD4 fusion	yes	unknown		unknown	SMAD4 (NM_005359) rearrangement: t(6;18)(q36.2;q21.2)(chr6:g.153659215::chr18:g.48591962) The SMAD4 (NM_005359) rearrangement is a translocation which results in the truncation of SMAD4 exons 9-12. One of the breakpoints is within exon 9 of SMAD4. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0004826-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 with ERG exons 2-10) :  c.56-936:TMPRS2_c.-150+18179:ERGdel Note: The TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion loci is also indicative of an inversion at the breakpoints which results in an non-functional transcript between TMPRSS2 and ERG.
TMPRSS2	0	MSKCC-DMP	P-0004826-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 with ERG exons 2-10) :  c.56-936:TMPRS2_c.-150+18179:ERGdel Note: The TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion loci is also indicative of an inversion at the breakpoints which results in an non-functional transcript between TMPRSS2 and ERG.
PCBP3	0	MSKCC-DMP	P-0008426-T01-IM5	NCOA3-PCBP3 fusion	yes	unknown		out of frame	NCOA3 (NM_181659) - PCBP3 (NM_020528) Rearrangement : t(20;21)(20q13.12;21q22.3)(chr20:g.46268900::chr21:g.47336467)     Note: The NCOA3 (NM_181659) - PCBP3 (NM_020528) Rearrangement results in the fusion of exons of 1 to 16 of NCOA3 and exons 9 to 14 of PCBP3.Its functional significance is undetermined.
NCOA3	0	MSKCC-DMP	P-0008426-T01-IM5	NCOA3-PCBP3 fusion	yes	unknown		out of frame	NCOA3 (NM_181659) - PCBP3 (NM_020528) Rearrangement : t(20;21)(20q13.12;21q22.3)(chr20:g.46268900::chr21:g.47336467)     Note: The NCOA3 (NM_181659) - PCBP3 (NM_020528) Rearrangement results in the fusion of exons of 1 to 16 of NCOA3 and exons 9 to 14 of PCBP3.Its functional significance is undetermined.
BICC1	0	MSKCC-DMP	P-0008146-T01-IM5	FGFR2-BICC1 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion (FGFR2 exons 1-17 fused with BICC1 exons 16-21) : c.2302-619:FGFR2_c.2182-744:BICC1inv Note: The FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion is predicted to be in-frame and includes the kinase domain of FGFR2.
FGFR2	0	MSKCC-DMP	P-0008146-T01-IM5	FGFR2-BICC1 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion (FGFR2 exons 1-17 fused with BICC1 exons 16-21) : c.2302-619:FGFR2_c.2182-744:BICC1inv Note: The FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion is predicted to be in-frame and includes the kinase domain of FGFR2.
MLL3	0	MSKCC-DMP	P-0009833-T01-IM5	MLL3-intragenic	yes	unknown		unknown	MLL3 (NM_170606) rearrangement: chr7:g.151824753_c.12981:MLL3del Note: The MLL3 (NM_170606) rearrangement results in the deletion of upstream promoter region, transcription start site, and exons 1-52 of MLL3. One of the breakpoints is within exon 52. The functional significance is undetermined.
SMO	0	MSKCC-DMP	P-0004996-T02-IM5	MKRN1-SMO fusion	yes	unknown		unknown	SMO (NM_005631) - MKRN1 (NM_013446) rearrangement : c.740:SMO_c.315-4269:MKRN1del Note: The SMO (NM_005631) - MKRN1 (NM_013446) rearrangement event results in the deletion of SMO exons 3-12. One of the breakpoints is within SMO exon3.
MKRN1	0	MSKCC-DMP	P-0004996-T02-IM5	MKRN1-SMO fusion	yes	unknown		unknown	SMO (NM_005631) - MKRN1 (NM_013446) rearrangement : c.740:SMO_c.315-4269:MKRN1del Note: The SMO (NM_005631) - MKRN1 (NM_013446) rearrangement event results in the deletion of SMO exons 3-12. One of the breakpoints is within SMO exon3.
MAP3K13	0	MSKCC-DMP	P-0004801-T01-IM5	MAP3K13-intragenic	yes	unknown		unknown	MAP3K13(NM_004721) Rearrangement :  c.1506-338_2020dup Note: The MAP3K13(NM_004721) Rearrangement  results in the intragenic duplication of exons 10 and 11.The breakpoint is within exon11.Its functional significance is undetermined.
ALK	0	MSKCC-DMP	P-0009102-T01-IM5	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-12 fused in frame with ALK exons 20-29, which include the ALK kinase domain): c.1490-244:EML4_c.3173-119:ALKinv
EML4	0	MSKCC-DMP	P-0009102-T01-IM5	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-12 fused in frame with ALK exons 20-29, which include the ALK kinase domain): c.1490-244:EML4_c.3173-119:ALKinv
RET	0	MSKCC-DMP	P-0005863-T01-IM5	CCDC6-RET fusion	yes	unknown		in frame	CCDC6 (NM_005436) - RET (NM_020975) fusion (CCDC6 exon1 with RET exons 12-20): c.304-24354:CCDC6_ c.2136+467:RETinv. THe  CCDC6 (NM_005436) - RET (NM_020975) fusion is a reciiprocal inversion. The fusion is in frame and includes the kinase domain of RET.
CCDC6	0	MSKCC-DMP	P-0005863-T01-IM5	CCDC6-RET fusion	yes	unknown		in frame	CCDC6 (NM_005436) - RET (NM_020975) fusion (CCDC6 exon1 with RET exons 12-20): c.304-24354:CCDC6_ c.2136+467:RETinv. THe  CCDC6 (NM_005436) - RET (NM_020975) fusion is a reciiprocal inversion. The fusion is in frame and includes the kinase domain of RET.
RB1	0	MSKCC-DMP	P-0009715-T01-IM5	RB1-intragenic	yes	unknown		unknown	RB1 (NM_000321) rearrangement: c.-1956_c.128del Note: RB1 (NM_000321) rearrangement results in the deletion of promoter region and exon1 of RB1. One of the breakpoints is within exon1 of RB1. Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0008383-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 fused with ERG exons 4-11) : c.56-4549:TMPRSS2_c.40-54245:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0008383-T01-IM5	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRSS2 exon 1 fused with ERG exons 4-11) : c.56-4549:TMPRSS2_c.40-54245:ERGdel
RNF43	0	MSKCC-DMP	P-0008868-T01-IM5	MTMR4-RNF43 fusion	yes	unknown		unknown	MTMR4 (NM_004687) - RNF43 (NM_017763) rearrangement: c.1811+1658:MTMR4_c.246:RNF43del Note: The MTMR4 (NM_004687) - RNF43 (NM_017763) rearrangement is a deletion that results in the fusion of MTMR4 exons 2-15 with RNF43 exons 2-10. One of the breakpoints is within RNF43 exon 2. The functional significance of this rearrangement is undetermined.
